endTime,artistName,trackName,msPlayed
5/16/21 13:32,"Follow Him: A Come, Follow Me Podcast featuring Hank Smith & John Bytheway",Doctrine & Covenants 49-50 : Dr. Lili De Hoyos Anderson Part I,1819912
5/16/21 15:07,"Follow Him: A Come, Follow Me Podcast featuring Hank Smith & John Bytheway",Doctrine & Covenants 49-50 : Dr. Lili De Hoyos Anderson Part II,4018546
5/18/21 2:21,The Bill Simmons Podcast,"Part 1: Warriors-Lakers, Philly-Brooklyn, Milwaukee’s Burden, and the DOA Celtics With Ryen Russillo",803498
5/18/21 11:57,The Marketing Secrets Show,"Same Product: One $2 Million, One $40 Million",13119
5/18/21 12:07,The Marketing Secrets Show,Need A Procrastination Hack?,500506
5/18/21 12:07,The Marketing Secrets Show,RANT: How Are You Still Missing It?,5503
5/18/21 12:15,The Marketing Secrets Show,STOP STOPPING! (Revisited!),436964
5/18/21 12:20,The Marketing Secrets Show,What I'm Doing As I Start Over Again...,308383
5/18/21 12:47,Shawn Wasabi,the snack that smiles back (feat. raychel jay),9045
5/19/21 11:33,The Bill Simmons Podcast,"Tatum’s 50 and PGA Picks With Joe House, Plus Dirk Nowitzki on Jokic, Luka, 2011, and Much More",9404
5/19/21 12:09,The Bill Simmons Podcast,"Tatum’s 50 and PGA Picks With Joe House, Plus Dirk Nowitzki on Jokic, Luka, 2011, and Much More",2066857
5/19/21 12:17,The Marketing Secrets Show,What I'm Doing As I Start Over Again...,489052
5/19/21 12:56,The Marketing Secrets Show,The Secret I Missed For Almost 2 Decades,616605
5/19/21 16:28,Data Career Podcast,14: How To Find A Data Analyst Job,22362
5/21/21 2:23,The Ringer NBA Show,Tatum’s 50-Point Performance and Best Young Cores in the Playoffs | Ringer NBA University,17660
5/21/21 3:05,The Ringer NBA Show,Tatum’s 50-Point Performance and Best Young Cores in the Playoffs | Ringer NBA University,1202157
5/21/21 3:12,The Ringer NBA Show,Tatum’s 50-Point Performance and Best Young Cores in the Playoffs | Ringer NBA University,217291
5/21/21 3:49,The Ringer NBA Show,Tatum’s 50-Point Performance and Best Young Cores in the Playoffs | Ringer NBA University,2058899
5/21/21 9:28,The Bill Simmons Podcast,Is Curry a Pantheon Guy? Plus: Knicks + Lakers Predictions With Dave Jacoby and Alan Yang,2577
5/21/21 10:08,The Bill Simmons Podcast,Is Curry a Pantheon Guy? Plus: Knicks + Lakers Predictions With Dave Jacoby and Alan Yang,2372405
5/21/21 19:52,Data Career Podcast,"15: Matt Sharpe: Engineer to Data Scientist to Data Engineer - May 20, 2021",499605
5/21/21 21:32,The Ringer NBA Show,Were the Play-in Games a Success? | The Answer,5738
5/21/21 22:28,Brian Windhorst & The Hoop Collective,"LeBron's Late-Game Heroics, Play-In Tournament Success, Playoff Series To Watch",3345201
5/22/21 12:15,The School of Greatness,"652 Jesse Itzler on Building a Healthy, Wealthy, Wise Life",273925
5/22/21 12:55,The School of Greatness,"652 Jesse Itzler on Building a Healthy, Wealthy, Wise Life",78228
5/22/21 13:18,The School of Greatness,"652 Jesse Itzler on Building a Healthy, Wealthy, Wise Life",245899
5/22/21 19:21,The School of Greatness,"652 Jesse Itzler on Building a Healthy, Wealthy, Wise Life",173151
5/22/21 19:39,The School of Greatness,"652 Jesse Itzler on Building a Healthy, Wealthy, Wise Life",456945
5/22/21 20:54,The School of Greatness,"652 Jesse Itzler on Building a Healthy, Wealthy, Wise Life",326936
5/22/21 22:13,The School of Greatness,"652 Jesse Itzler on Building a Healthy, Wealthy, Wise Life",1032103
5/22/21 23:33,The School of Greatness,"652 Jesse Itzler on Building a Healthy, Wealthy, Wise Life",834896
5/22/21 23:35,The Lifehack Show,The Lifehack Show - Redefining Your Dream Job with Mitch Matthews,126432
5/23/21 15:07,"Follow Him: A Come, Follow Me Podcast featuring Hank Smith & John Bytheway",Doctrine & Covenants 51-57 : Dr. Maclane Heward Part I,959193
5/25/21 19:13,The Bill Simmons Podcast,"Part 2: The Panic Battle of LA, Sleeper Memphis, Plus More West Overreactions With Ryen Russillo",3204
5/25/21 21:02,The Bill Simmons Podcast,"Part 2: The Panic Battle of LA, Sleeper Memphis, Plus More West Overreactions With Ryen Russillo",3217350
5/25/21 23:45,The Bill Simmons Podcast,"Part 2: The Panic Battle of LA, Sleeper Memphis, Plus More West Overreactions With Ryen Russillo",1460720
5/26/21 3:00,The Bill Simmons Podcast,"Part 1: Trae Grows Up, MSG’s Revival, Milwaukee’s Must-Win, and a Properly Paid Tobias With Ryen Russillo (and a Sean Fennessey Cameo)",1919912
5/26/21 5:10,The Bill Simmons Podcast,"Part 1: Trae Grows Up, MSG’s Revival, Milwaukee’s Must-Win, and a Properly Paid Tobias With Ryen Russillo (and a Sean Fennessey Cameo)",7337
5/26/21 6:30,The Bill Simmons Podcast,"Part 1: Trae Grows Up, MSG’s Revival, Milwaukee’s Must-Win, and a Properly Paid Tobias With Ryen Russillo (and a Sean Fennessey Cameo)",3033954
5/26/21 8:02,The Bill Simmons Podcast,"Part 1: Trae Grows Up, MSG’s Revival, Milwaukee’s Must-Win, and a Properly Paid Tobias With Ryen Russillo (and a Sean Fennessey Cameo)",979185
5/26/21 9:36,The Marketing Secrets Show,Some Really Cool Lessons From Matt and Caleb Maddix,756761
5/26/21 15:28,Brian Windhorst & The Hoop Collective,They Came Out More Aggressive ,4012948
5/27/21 0:21,"Follow Him: A Come, Follow Me Podcast featuring Hank Smith & John Bytheway",Doctrine & Covenants 58-59 : Dr. Alexander L. Baugh Part I,1063055
6/11/21 15:55,The Bill Simmons Podcast,"Part 2: Logan Paul Survives, Milwaukee Advice, and Dame’s Future in Portland with Ryen Russillo",1258
6/11/21 17:09,The Bill Simmons Podcast,"Part 2: Logan Paul Survives, Milwaukee Advice, and Dame’s Future in Portland with Ryen Russillo",1323
6/11/21 18:40,The Bill Simmons Podcast,"Part 2: Logan Paul Survives, Milwaukee Advice, and Dame’s Future in Portland with Ryen Russillo",1253613
6/11/21 18:40,The Bill Simmons Podcast,"Mitchell Magic, Bucks-Nets, Rodgers Trades + Loki With Wosny Lambre, Peter Schrager and Mallory Rubin",4643
6/11/21 19:09,The Bill Simmons Podcast,"Mitchell Magic, Bucks-Nets, Rodgers Trades + Loki With Wosny Lambre, Peter Schrager and Mallory Rubin",1426730
6/11/21 20:03,The Bill Simmons Podcast,"Mitchell Magic, Bucks-Nets, Rodgers Trades + Loki With Wosny Lambre, Peter Schrager and Mallory Rubin",3281426
6/11/21 23:01,Brian Windhorst & The Hoop Collective,"Donovan Mitchell Impresses, Are The Bucks Back In The Series?",1498662
6/13/21 17:59,This is the Gospel Podcast,The Gift of Curiosity,268690
6/14/21 21:35,Data Career Podcast,16: Humanitarian Trip To DR | Story and Thoughts,109781
6/16/21 1:25,The Bill Simmons Podcast,Part 2: The Official CP3 Appreciation Pod With Ryen Russillo,4783
6/16/21 1:53,The Bill Simmons Podcast,Part 2: The Official CP3 Appreciation Pod With Ryen Russillo,1303953
6/16/21 2:45,The Bill Simmons Podcast,Part 2: The Official CP3 Appreciation Pod With Ryen Russillo,2461
6/17/21 16:22,The Bill Simmons Podcast,The Durant Game With Chris Ryan. Plus Dallas Dysfunction and Clips-Jazz With Jonathan Tjarks.,10240
6/17/21 17:03,The Bill Simmons Podcast,The Durant Game With Chris Ryan. Plus Dallas Dysfunction and Clips-Jazz With Jonathan Tjarks.,837751
6/17/21 17:30,The Bill Simmons Podcast,The Durant Game With Chris Ryan. Plus Dallas Dysfunction and Clips-Jazz With Jonathan Tjarks.,1172744
6/17/21 17:35,The Bill Simmons Podcast,The Durant Game With Chris Ryan. Plus Dallas Dysfunction and Clips-Jazz With Jonathan Tjarks.,254455
6/17/21 17:42,The Bill Simmons Podcast,The Durant Game With Chris Ryan. Plus Dallas Dysfunction and Clips-Jazz With Jonathan Tjarks.,85983
6/17/21 23:01,The Bill Simmons Podcast,The Durant Game With Chris Ryan. Plus Dallas Dysfunction and Clips-Jazz With Jonathan Tjarks.,53359
6/18/21 0:12,How I Built This with Guy Raz,Expedia & Zillow: Rich Barton,436651
6/18/21 15:45,The Bill Simmons Podcast,"Trae’s Breakout, Diva Luka, Bucks-Nets, a Ben Simmons Debate With Wosny Lambre and Marcus Thompson",1962
6/18/21 15:45,Data Career Podcast,17: Data Governance + Branding with Scott Taylor - The Data Whisperer ,1366146
6/18/21 15:56,The Bill Simmons Podcast,"Trae’s Breakout, Diva Luka, Bucks-Nets, a Ben Simmons Debate With Wosny Lambre and Marcus Thompson",638251
6/18/21 16:59,The Bill Simmons Podcast,"Trae’s Breakout, Diva Luka, Bucks-Nets, a Ben Simmons Debate With Wosny Lambre and Marcus Thompson",2474573
6/18/21 18:17,How I Built This with Guy Raz,Expedia & Zillow: Rich Barton,231502
6/18/21 19:31,How I Built This with Guy Raz,Expedia & Zillow: Rich Barton,659075
6/19/21 22:13,The Ringer NBA Show,"Crazy Clippers Comeback, Sixers Force Game 7 and What Does The Kemba Trade Mean? | The Answer",42270
6/19/21 23:02,The Ringer NBA Show,"Crazy Clippers Comeback, Sixers Force Game 7 and What Does The Kemba Trade Mean? | The Answer",803500
6/19/21 23:24,The Ringer NBA Show,"Crazy Clippers Comeback, Sixers Force Game 7 and What Does The Kemba Trade Mean? | The Answer",934681
6/20/21 5:40,The Ringer NBA Show,"Crazy Clippers Comeback, Sixers Force Game 7 and What Does The Kemba Trade Mean? | The Answer",1111771
6/20/21 15:22,"Follow Him: A Come, Follow Me Podcast featuring Hank Smith & John Bytheway",Doctrine & Covenants 64-66 : Part II : Dr. S. Michael Wilcox,17368
6/20/21 15:46,"Follow Him: A Come, Follow Me Podcast featuring Hank Smith & John Bytheway",Doctrine & Covenants 64-66 : Part I : Dr. S. Michael Wilcox,1087692
6/20/21 16:00,Brian Windhorst & The Hoop Collective,"Big Changes For The Mavs, Trae Young Amazes, 76ers Collapse, Clippers Surprise",819153
6/20/21 18:04,"Follow Him: A Come, Follow Me Podcast featuring Hank Smith & John Bytheway",Doctrine & Covenants 64-66 : Part I : Dr. S. Michael Wilcox,718309
6/20/21 20:15,"Follow Him: A Come, Follow Me Podcast featuring Hank Smith & John Bytheway",Doctrine & Covenants 64-66 : Part I : Dr. S. Michael Wilcox,2198401
6/20/21 20:47,"Follow Him: A Come, Follow Me Podcast featuring Hank Smith & John Bytheway",Doctrine & Covenants 58-59 : Dr. Alexander L. Baugh Part I,1642724
6/20/21 21:51,Brian Windhorst & The Hoop Collective,"Big Changes For The Mavs, Trae Young Amazes, 76ers Collapse, Clippers Surprise",552565
6/20/21 22:18,Brian Windhorst & The Hoop Collective,"Big Changes For The Mavs, Trae Young Amazes, 76ers Collapse, Clippers Surprise",1290518
6/21/21 13:24,The Bill Simmons Podcast,"Part 1: Booker Torches L.A., the T-Mann Game, Gobert Issues, and a Kemba Trade With Ryen Russillo",477053
6/21/21 14:42,The Bill Simmons Podcast,"Part 1: Booker Torches L.A., the T-Mann Game, Gobert Issues, and a Kemba Trade With Ryen Russillo",2734329
6/21/21 20:58,The Bill Simmons Podcast,"Part 1: Booker Torches L.A., the T-Mann Game, Gobert Issues, and a Kemba Trade With Ryen Russillo",706384
6/21/21 21:49,The Bill Simmons Podcast,"Part 2: Philly Chokes, Hawks Fever, and a Bucks-Nets Postmortem With Ryen Russillo",2903520
6/23/21 17:28,Data Career Podcast,12: Engineering -> Data Science with Thom Ives,243832
6/27/21 17:34,"Follow Him: A Come, Follow Me Podcast featuring Hank Smith & John Bytheway",Doctrine & Covenants 71-75 Part 1 : Dr. Bradley R. Wilcox,2914452
7/3/21 14:09,The Bill Simmons Podcast,"Part 2: Looming Bucks-Suns, Dame’s Next Move, and a Special Two-Man Combo Draft",15540
7/3/21 14:12,The Bill Simmons Podcast,"Part 2: Looming Bucks-Suns, Dame’s Next Move, and a Special Two-Man Combo Draft",46565
7/3/21 14:21,The Bill Simmons Podcast,"A Bucks-Hawks Blahfest, CP3’s Legacy Run, NBA Announcer Slumps, Replay Fixes + Summer Trades w/ Bryan Curtis and Chris Mannix",559879
7/3/21 23:59,The Bill Simmons Podcast,"A Bucks-Hawks Blahfest, CP3’s Legacy Run, NBA Announcer Slumps, Replay Fixes + Summer Trades w/ Bryan Curtis and Chris Mannix",292733
7/4/21 5:39,The Bill Simmons Podcast,"A Bucks-Hawks Blahfest, CP3’s Legacy Run, NBA Announcer Slumps, Replay Fixes + Summer Trades w/ Bryan Curtis and Chris Mannix",289668
7/4/21 6:18,The Bill Simmons Podcast,"A Bucks-Hawks Blahfest, CP3’s Legacy Run, NBA Announcer Slumps, Replay Fixes + Summer Trades w/ Bryan Curtis and Chris Mannix",62631
7/4/21 6:54,The Bill Simmons Podcast,"A Bucks-Hawks Blahfest, CP3’s Legacy Run, NBA Announcer Slumps, Replay Fixes + Summer Trades w/ Bryan Curtis and Chris Mannix",2106408
7/4/21 13:52,The Bill Simmons Podcast,"A Bucks-Hawks Blahfest, CP3’s Legacy Run, NBA Announcer Slumps, Replay Fixes + Summer Trades w/ Bryan Curtis and Chris Mannix",495979
7/4/21 14:19,The Bill Simmons Podcast,"A Bucks-Hawks Blahfest, CP3’s Legacy Run, NBA Announcer Slumps, Replay Fixes + Summer Trades w/ Bryan Curtis and Chris Mannix",1491910
7/4/21 14:42,The Bill Simmons Podcast,"A Bucks-Hawks Blahfest, CP3’s Legacy Run, NBA Announcer Slumps, Replay Fixes + Summer Trades w/ Bryan Curtis and Chris Mannix",1255981
7/4/21 21:36,The Bill Simmons Podcast,"A Bucks-Hawks Blahfest, CP3’s Legacy Run, NBA Announcer Slumps, Replay Fixes + Summer Trades w/ Bryan Curtis and Chris Mannix",2517
7/4/21 21:38,The Bill Simmons Podcast,"A Bucks-Hawks Blahfest, CP3’s Legacy Run, NBA Announcer Slumps, Replay Fixes + Summer Trades w/ Bryan Curtis and Chris Mannix",100620
7/5/21 2:52,The Bill Simmons Podcast,"A Bucks-Hawks Blahfest, CP3’s Legacy Run, NBA Announcer Slumps, Replay Fixes + Summer Trades w/ Bryan Curtis and Chris Mannix",6570
7/5/21 2:52,The Ringer NBA Show,The Bucks Beat the Hawks and Advance to the NBA Finals | Postgame,9962
7/5/21 2:57,The Ringer NBA Show,The Bucks Beat the Hawks and Advance to the NBA Finals | Postgame,266965
7/7/21 22:26,The Marketing Secrets Show,The Dream 100 (Part 1 of 3),729621
7/8/21 4:12,The Bill Simmons Podcast,"Suns in Charge, Ayton Copycats, Ohtani Mania (?), and NBA Draft Stuff With Ryen Russillo",935259
7/8/21 5:23,The Bill Simmons Podcast,"Suns in Charge, Ayton Copycats, Ohtani Mania (?), and NBA Draft Stuff With Ryen Russillo",4099506
7/8/21 11:48,The Bill Simmons Podcast,"Suns in Charge, Ayton Copycats, Ohtani Mania (?), and NBA Draft Stuff With Ryen Russillo",40751
7/8/21 16:16,The Marketing Secrets Show,The Dream 100 (Part 1 of 3),722496
7/8/21 20:23,The Bill Simmons Podcast,"Suns in Charge, Ayton Copycats, Ohtani Mania (?), and NBA Draft Stuff With Ryen Russillo",238805
7/8/21 20:29,The Bill Simmons Podcast,"Suns in Charge, Ayton Copycats, Ohtani Mania (?), and NBA Draft Stuff With Ryen Russillo",332563
7/8/21 20:33,The Bill Simmons Podcast,"Suns in Charge, Ayton Copycats, Ohtani Mania (?), and NBA Draft Stuff With Ryen Russillo",253293
7/8/21 22:40,The Marketing Secrets Show,The Dream 100 (Part 1 of 3),419383
7/8/21 23:20,The Marketing Secrets Show,The Dream 100 (Part 2 of 3),2075912
7/8/21 23:58,The Marketing Secrets Show,The Dream 100 (Part 3 of 3),1487795
7/9/21 14:24,Be good to future you - hosted by Vanader,006 How do write offs work?,112021
7/9/21 20:54,The Bill Simmons Podcast,"Bucks in Trouble, McGregor’s Comeback, and a Yankees Eulogy With Ben Thompson, Ariel Helwani, and JackO",109525
7/9/21 21:38,The Bill Simmons Podcast,"Bucks in Trouble, McGregor’s Comeback, and a Yankees Eulogy With Ben Thompson, Ariel Helwani, and JackO",1824676
7/9/21 22:28,The Bill Simmons Podcast,"Bucks in Trouble, McGregor’s Comeback, and a Yankees Eulogy With Ben Thompson, Ariel Helwani, and JackO",29814
7/9/21 22:49,Be good to future you - hosted by Vanader,006 How do write offs work?,893271
7/10/21 19:07,Be good to future you - hosted by Vanader,008 How to create endless supplies of content,151324
7/11/21 16:58,"Follow Him: A Come, Follow Me Podcast featuring Hank Smith & John Bytheway",Doctrine & Covenants 76 Part 1 : Dr. Steven C. Harper,803271
7/12/21 5:20,PTI,Going Pro,1360546
7/12/21 10:16,The Bill Simmons Podcast,"The Giannis Leap, England’s Agony, and UFC 264 With Kevin O’Connor, Chris Ryan, and Kevin Clark",1981498
7/12/21 14:27,Be good to future you - hosted by Vanader,007 Turn your 1099 into a company to save $money,11520
7/12/21 16:02,The Bill Simmons Podcast,"The Giannis Leap, England’s Agony, and UFC 264 With Kevin O’Connor, Chris Ryan, and Kevin Clark",90133
7/12/21 16:21,The Bill Simmons Podcast,"The Giannis Leap, England’s Agony, and UFC 264 With Kevin O’Connor, Chris Ryan, and Kevin Clark",1121706
7/13/21 3:25,The Bill Simmons Podcast,"The Giannis Leap, England’s Agony, and UFC 264 With Kevin O’Connor, Chris Ryan, and Kevin Clark",2104640
